legacy_id,legacy_pillar,legacy_level,canonical_action_id,canonical_domain,canonical_subdomain,variant_status,variant_review_flags,family_review_flags,family_status
MEN-ORO-093,Mente,Oro,mind.emotional_wellbeing.sesion_de_compasion_lkm_min,mind,emotional_wellbeing,active,,,active
MEN-ORO-094,Mente,Oro,mind.social.quedar_con_amigos_familia_h,mind,social,active,,,active
MEN-ORO-095,Mente,Oro,mind.emotional_wellbeing.voluntariado_ayuda_a_otro_min,mind,emotional_wellbeing,active,,,active
MEN-ORO-096,Mente,Oro,mind.self_tracking.plan_anti_estres_semanal_acciones,mind,self_tracking,active,,,active
MEN-ORO-097,Mente,Oro,mind.sleep.respiracion_diafragmatica_min_antes_de_d,mind,sleep,active,,,active
MEN-ORO-098,Mente,Oro,mind.emotional_wellbeing.jardineria_o_cuidado_de_plantas_min,mind,emotional_wellbeing,active,,,active
MEN-ORO-099,Mente,Oro,mind.sleep.evita_noticias_scroll_h_antes_de_dormir,mind,sleep,active,,,active
MEN-ORO-100,Mente,Oro,mind.stress.musica_relajante_min,mind,stress,active,,,active
MEN-ORO-101,Mente,Oro,mind.self_tracking.chequeo_de_estres_escala_accion,mind,self_tracking,active,,,active
MEN-ORO-102,Mente,Oro,mind.stress.respiracion_durante_min,mind,stress,active,,,active
MEN-ORO-103,Mente,Oro,mind.emotional_wellbeing.espacio_de_ocio_creativo_min,mind,emotional_wellbeing,active,,,active
MEN-ORO-104,Mente,Oro,mind.sleep.cafeina_antes_de_las_o_menos,mind,sleep,active,,,active
MEN-ORO-105,Mente,Oro,mind.stress.desconexion_laboral_a_hora_pactada,mind,stress,active,,,active
MEN-ORO-106,Mente,Oro,mind.emotional_wellbeing.mindful_walk_min_sin_movil,mind,emotional_wellbeing,active,,,active
MEN-ORO-107,Mente,Oro,mind.sleep.sin_alcohol_h_antes_de_dormir,mind,sleep,active,,CROSS_PILLAR_DUPLICATE_RESOLVED,active
MEN-ORO-108,Mente,Oro,mind.sleep.tiempo_en_cama_h,mind,sleep,active,,,active
MEN-ORO-109,Mente,Oro,mind.sleep.siesta_breve_min_antes_de,mind,sleep,active,,,active
MEN-ORO-110,Mente,Oro,mind.emotional_wellbeing.meditacion_mindfulness_min,mind,emotional_wellbeing,active,,,active
MEN-ORO-111,Mente,Oro,mind.stress.respiracion_lenta_min,mind,stress,active,,,active
MEN-ORO-112,Mente,Oro,mind.sleep.cierre_digital_min_antes_de_dormir,mind,sleep,active,,,active
MEN-ORO-113,Mente,Oro,mind.sleep.rutina_pre_sueno_relajante_min,mind,sleep,active,,,active
MEN-ORO-114,Mente,Oro,mind.sleep.acuestate_y_despiertate_a_horas_regulare,mind,sleep,active,,,active
MEN-ORO-115,Mente,Oro,mind.emotional_wellbeing.gratitud_cosas_del_dia,mind,emotional_wellbeing,active,,,active
MEN-ORO-116,Mente,Oro,mind.social.conecta_con_un_a_amig_llamada_o_cafe,mind,social,active,,,active
MEN-ORO-117,Mente,Oro,mind.sleep.paseo_tranquilo_post_cena_min,mind,sleep,active,,,active
MEN-ORO-118,Mente,Oro,mind.stress.diario_min_preocupaciones_plan,mind,stress,active,,,active
MEN-ORO-119,Mente,Oro,mind.stress.estiramientos_yoga_suave_min,mind,stress,active,,,active
MEN-ORO-120,Mente,Oro,mind.self_tracking.mbsr_semanas_modulo_completado,mind,self_tracking,active,,,active
MEN-PLA-061,Mente,Plata,mind.stress.practica_decir_no_limites_en_ocasion,mind,stress,active,,,active
MEN-PLA-062,Mente,Plata,mind.emotional_wellbeing.voluntariado_ayuda_a_otro_min,mind,emotional_wellbeing,active,,,active
MEN-PLA-063,Mente,Plata,mind.stress.micro_pausa_de_min_por_cada_min_de_traba,mind,stress,active,,,active
MEN-PLA-064,Mente,Plata,mind.emotional_wellbeing.sesion_de_compasion_lkm_min,mind,emotional_wellbeing,active,,,active
MEN-PLA-065,Mente,Plata,mind.social.quedar_con_amigos_familia_h,mind,social,active,,,active
MEN-PLA-066,Mente,Plata,mind.stress.desconexion_laboral_a_hora_pactada,mind,stress,active,,,active
MEN-PLA-067,Mente,Plata,mind.self_tracking.chequeo_de_estres_escala_accion,mind,self_tracking,active,,,active
MEN-PLA-068,Mente,Plata,mind.emotional_wellbeing.espacio_de_ocio_creativo_min,mind,emotional_wellbeing,active,,,active
MEN-PLA-069,Mente,Plata,mind.emotional_wellbeing.jardineria_o_cuidado_de_plantas_min,mind,emotional_wellbeing,active,,,active
MEN-PLA-070,Mente,Plata,mind.sleep.respiracion_diafragmatica_min_antes_de_d,mind,sleep,active,,,active
MEN-PLA-071,Mente,Plata,mind.sleep.evita_noticias_scroll_h_antes_de_dormir,mind,sleep,active,,,active
MEN-PLA-072,Mente,Plata,mind.stress.musica_relajante_min,mind,stress,active,,,active
MEN-PLA-073,Mente,Plata,mind.stress.respiracion_durante_min,mind,stress,active,,,active
MEN-PLA-074,Mente,Plata,mind.self_tracking.plan_anti_estres_semanal_acciones,mind,self_tracking,active,,,active
MEN-PLA-075,Mente,Plata,mind.sleep.cafeina_antes_de_las_o_menos,mind,sleep,active,,,active
MEN-PLA-076,Mente,Plata,mind.sleep.sin_alcohol_h_antes_de_dormir,mind,sleep,active,,CROSS_PILLAR_DUPLICATE_RESOLVED,active
MEN-PLA-077,Mente,Plata,mind.emotional_wellbeing.mindful_walk_min_sin_movil,mind,emotional_wellbeing,active,,,active
MEN-PLA-078,Mente,Plata,mind.sleep.tiempo_en_cama_h,mind,sleep,active,,,active
MEN-PLA-079,Mente,Plata,mind.sleep.siesta_breve_min_antes_de,mind,sleep,active,,,active
MEN-PLA-080,Mente,Plata,mind.emotional_wellbeing.meditacion_mindfulness_min,mind,emotional_wellbeing,active,,,active
MEN-PLA-081,Mente,Plata,mind.stress.respiracion_lenta_min,mind,stress,active,,,active
MEN-PLA-082,Mente,Plata,mind.sleep.cierre_digital_min_antes_de_dormir,mind,sleep,active,,,active
MEN-PLA-083,Mente,Plata,mind.sleep.rutina_pre_sueno_relajante_min,mind,sleep,active,,,active
MEN-PLA-084,Mente,Plata,mind.sleep.acuestate_y_despiertate_a_horas_regulare,mind,sleep,active,,,active
MEN-PLA-085,Mente,Plata,mind.social.conecta_con_un_a_amig_llamada_o_cafe,mind,social,active,,,active
MEN-PLA-086,Mente,Plata,mind.sleep.paseo_tranquilo_post_cena_min,mind,sleep,active,,,active
MEN-PLA-087,Mente,Plata,mind.stress.diario_min_preocupaciones_plan,mind,stress,active,,,active
MEN-PLA-088,Mente,Plata,mind.stress.estiramientos_yoga_suave_min,mind,stress,active,,,active
MEN-PLA-089,Mente,Plata,mind.self_tracking.mbsr_semanas_modulo_completado,mind,self_tracking,active,,,active
MEN-PLA-090,Mente,Plata,mind.emotional_wellbeing.gratitud_cosas_del_dia,mind,emotional_wellbeing,active,,,active
MEN-PTN-121,Mente,Platino,mind.stress.respiracion_durante_min,mind,stress,active,,,active
MEN-PTN-122,Mente,Platino,mind.stress.practica_decir_no_limites_en_ocasion,mind,stress,active,,,active
MEN-PTN-123,Mente,Platino,mind.stress.micro_pausa_de_min_por_cada_min_de_traba,mind,stress,active,,,active
MEN-PTN-124,Mente,Platino,mind.emotional_wellbeing.sesion_de_compasion_lkm_min,mind,emotional_wellbeing,active,,,active
MEN-PTN-125,Mente,Platino,mind.social.quedar_con_amigos_familia_h,mind,social,active,,,active
MEN-PTN-126,Mente,Platino,mind.self_tracking.plan_anti_estres_semanal_acciones,mind,self_tracking,active,,,active
MEN-PTN-127,Mente,Platino,mind.stress.desconexion_laboral_a_hora_pactada,mind,stress,active,,,active
MEN-PTN-128,Mente,Platino,mind.sleep.evita_noticias_scroll_h_antes_de_dormir,mind,sleep,active,,,active
MEN-PTN-129,Mente,Platino,mind.emotional_wellbeing.espacio_de_ocio_creativo_min,mind,emotional_wellbeing,active,,,active
MEN-PTN-130,Mente,Platino,mind.emotional_wellbeing.jardineria_o_cuidado_de_plantas_min,mind,emotional_wellbeing,active,,,active
MEN-PTN-131,Mente,Platino,mind.sleep.respiracion_diafragmatica_min_antes_de_d,mind,sleep,active,,,active
MEN-PTN-132,Mente,Platino,mind.sleep.cafeina_antes_de_las_o_menos,mind,sleep,active,,,active
MEN-PTN-133,Mente,Platino,mind.emotional_wellbeing.voluntariado_ayuda_a_otro_min,mind,emotional_wellbeing,active,,,active
MEN-PTN-134,Mente,Platino,mind.sleep.sin_alcohol_h_antes_de_dormir,mind,sleep,active,,CROSS_PILLAR_DUPLICATE_RESOLVED,active
MEN-PTN-135,Mente,Platino,mind.emotional_wellbeing.gratitud_cosas_del_dia,mind,emotional_wellbeing,active,,,active
MEN-PTN-136,Mente,Platino,mind.self_tracking.mbsr_semanas_modulo_completado,mind,self_tracking,active,,,active
MEN-PTN-137,Mente,Platino,mind.stress.estiramientos_yoga_suave_min,mind,stress,active,,,active
MEN-PTN-138,Mente,Platino,mind.stress.diario_min_preocupaciones_plan,mind,stress,active,,,active
MEN-PTN-139,Mente,Platino,mind.sleep.paseo_tranquilo_post_cena_min,mind,sleep,active,,,active
MEN-PTN-140,Mente,Platino,mind.social.conecta_con_un_a_amig_llamada_o_cafe,mind,social,active,,,active
MEN-PTN-141,Mente,Platino,mind.sleep.rutina_pre_sueno_relajante_min,mind,sleep,active,,,active
MEN-PTN-142,Mente,Platino,mind.sleep.cierre_digital_min_antes_de_dormir,mind,sleep,active,,,active
MEN-PTN-143,Mente,Platino,mind.stress.respiracion_lenta_min,mind,stress,active,,,active
MEN-PTN-144,Mente,Platino,mind.emotional_wellbeing.meditacion_mindfulness_min,mind,emotional_wellbeing,active,,,active
MEN-PTN-145,Mente,Platino,mind.sleep.siesta_breve_min_antes_de,mind,sleep,active,,,active
MEN-PTN-146,Mente,Platino,mind.sleep.tiempo_en_cama_h,mind,sleep,active,,,active
MEN-PTN-147,Mente,Platino,mind.sleep.acuestate_y_despiertate_a_horas_regulare,mind,sleep,active,,,active
MEN-PTN-148,Mente,Platino,mind.stress.musica_relajante_min,mind,stress,active,,,active
MEN-PTN-149,Mente,Platino,mind.emotional_wellbeing.mindful_walk_min_sin_movil,mind,emotional_wellbeing,active,,,active
MEN-PTN-150,Mente,Platino,mind.self_tracking.chequeo_de_estres_escala_accion,mind,self_tracking,active,,,active
RET-BRO-031,Retos (Ejercicio),Bronce,movement.strength.peso_muerto_con_kettlebell_rep_x,movement,strength,active,,,active
RET-BRO-032,Retos (Ejercicio),Bronce,movement.cardio.bailar_min,movement,cardio,active,,,active
RET-BRO-033,Retos (Ejercicio),Bronce,movement.strength.farmer_carry_min,movement,strength,active,,,active
RET-BRO-034,Retos (Ejercicio),Bronce,movement.fall_prevention.equilibrio_unipodal_s_lado,movement,fall_prevention,active,,,active
RET-BRO-035,Retos (Ejercicio),Bronce,movement.cardio.caminata_por_cuestas_min,movement,cardio,active,,,active
RET-BRO-036,Retos (Ejercicio),Bronce,movement.cardio.nordic_walking_min,movement,cardio,active,,,active
RET-BRO-037,Retos (Ejercicio),Bronce,movement.daily_activity.caminar_pasos_dias_sem,movement,daily_activity,active,,,active
RET-BRO-038,Retos (Ejercicio),Bronce,movement.mobility.serie_de_movilidad_articular_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-BRO-039,Retos (Ejercicio),Bronce,movement.hiit.burpees_rep_x,movement,hiit,active,,,active
RET-BRO-040,Retos (Ejercicio),Bronce,movement.strength.escalada_indoor_min,movement,strength,active,,,active
RET-BRO-041,Retos (Ejercicio),Bronce,movement.cardio.correr_suave_min,movement,cardio,active,,,active
RET-BRO-042,Retos (Ejercicio),Bronce,movement.strength.sesion_de_fuerza_full_body_min,movement,strength,active,,,active
RET-BRO-043,Retos (Ejercicio),Bronce,movement.strength.zancadas_rep_x,movement,strength,active,,,active
RET-BRO-044,Retos (Ejercicio),Bronce,movement.daily_activity.pausa_activa_de_min_cada_min,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-BRO-045,Retos (Ejercicio),Bronce,movement.cardio.remo_ergometro_min,movement,cardio,active,,,active
RET-BRO-046,Retos (Ejercicio),Bronce,movement.strength.flexiones_repeticiones_x,movement,strength,active,,,active
RET-BRO-047,Retos (Ejercicio),Bronce,movement.hiit.bici_intensa_min_intervalos,movement,hiit,active,,,active
RET-BRO-048,Retos (Ejercicio),Bronce,movement.hiit.saltos_a_la_comba_min,movement,hiit,active,,,active
RET-BRO-049,Retos (Ejercicio),Bronce,movement.daily_activity.camina_pasos_hoy,movement,daily_activity,active,,,active
RET-BRO-050,Retos (Ejercicio),Bronce,movement.cardio.caminata_vigorosa_min,movement,cardio,active,,,active
RET-BRO-051,Retos (Ejercicio),Bronce,movement.hiit.sprints_de_s_descanso_s,movement,hiit,active,,,active
RET-BRO-052,Retos (Ejercicio),Bronce,movement.cardio.sesion_de_bicicleta_min,movement,cardio,active,,,active
RET-BRO-053,Retos (Ejercicio),Bronce,movement.daily_activity.sube_tramos_de_escaleras,movement,daily_activity,active,,,active
RET-BRO-054,Retos (Ejercicio),Bronce,movement.cardio.nadar_min_continuo,movement,cardio,active,,,active
RET-BRO-055,Retos (Ejercicio),Bronce,movement.strength.plancha_s_x,movement,strength,active,,,active
RET-BRO-056,Retos (Ejercicio),Bronce,movement.mobility.yoga_fluido_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-BRO-057,Retos (Ejercicio),Bronce,movement.daily_activity.snacks_de_movimiento_min_cada_min_sentad,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-BRO-058,Retos (Ejercicio),Bronce,movement.cardio.camina_min_tras_comer,movement,cardio,active,,,active
RET-BRO-059,Retos (Ejercicio),Bronce,movement.cardio.caminata_larga_min,movement,cardio,active,,,active
RET-BRO-060,Retos (Ejercicio),Bronce,movement.strength.sentadillas_repeticiones_x,movement,strength,active,,,active
RET-INI-001,Retos (Ejercicio),Inicial,movement.daily_activity.camina_pasos_hoy,movement,daily_activity,active,,,active
RET-INI-002,Retos (Ejercicio),Inicial,movement.daily_activity.caminar_pasos_dias_sem,movement,daily_activity,active,,,active
RET-INI-003,Retos (Ejercicio),Inicial,movement.strength.sesion_de_fuerza_full_body_min,movement,strength,active,,,active
RET-INI-004,Retos (Ejercicio),Inicial,movement.cardio.correr_suave_min,movement,cardio,active,,,active
RET-INI-005,Retos (Ejercicio),Inicial,movement.strength.escalada_indoor_min,movement,strength,active,,,active
RET-INI-006,Retos (Ejercicio),Inicial,movement.hiit.burpees_rep_x,movement,hiit,active,,,active
RET-INI-007,Retos (Ejercicio),Inicial,movement.mobility.serie_de_movilidad_articular_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-INI-008,Retos (Ejercicio),Inicial,movement.daily_activity.pausa_activa_de_min_cada_min,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-INI-009,Retos (Ejercicio),Inicial,movement.cardio.bailar_min,movement,cardio,active,,,active
RET-INI-010,Retos (Ejercicio),Inicial,movement.cardio.caminata_por_cuestas_min,movement,cardio,active,,,active
RET-INI-011,Retos (Ejercicio),Inicial,movement.fall_prevention.equilibrio_unipodal_s_lado,movement,fall_prevention,active,,,active
RET-INI-012,Retos (Ejercicio),Inicial,movement.strength.farmer_carry_min,movement,strength,active,,,active
RET-INI-013,Retos (Ejercicio),Inicial,movement.strength.peso_muerto_con_kettlebell_rep_x,movement,strength,active,,,active
RET-INI-014,Retos (Ejercicio),Inicial,movement.strength.zancadas_rep_x,movement,strength,active,,,active
RET-INI-015,Retos (Ejercicio),Inicial,movement.cardio.remo_ergometro_min,movement,cardio,active,,,active
RET-INI-016,Retos (Ejercicio),Inicial,movement.cardio.nordic_walking_min,movement,cardio,active,,,active
RET-INI-017,Retos (Ejercicio),Inicial,movement.hiit.bici_intensa_min_intervalos,movement,hiit,active,,,active
RET-INI-018,Retos (Ejercicio),Inicial,movement.hiit.saltos_a_la_comba_min,movement,hiit,active,,,active
RET-INI-019,Retos (Ejercicio),Inicial,movement.cardio.caminata_vigorosa_min,movement,cardio,active,,,active
RET-INI-020,Retos (Ejercicio),Inicial,movement.hiit.sprints_de_s_descanso_s,movement,hiit,active,,,active
RET-INI-021,Retos (Ejercicio),Inicial,movement.cardio.sesion_de_bicicleta_min,movement,cardio,active,,,active
RET-INI-022,Retos (Ejercicio),Inicial,movement.cardio.nadar_min_continuo,movement,cardio,active,,,active
RET-INI-023,Retos (Ejercicio),Inicial,movement.strength.sentadillas_repeticiones_x,movement,strength,active,,,active
RET-INI-024,Retos (Ejercicio),Inicial,movement.daily_activity.sube_tramos_de_escaleras,movement,daily_activity,active,,,active
RET-INI-025,Retos (Ejercicio),Inicial,movement.strength.plancha_s_x,movement,strength,active,,,active
RET-INI-026,Retos (Ejercicio),Inicial,movement.mobility.yoga_fluido_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-INI-027,Retos (Ejercicio),Inicial,movement.daily_activity.snacks_de_movimiento_min_cada_min_sentad,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-INI-028,Retos (Ejercicio),Inicial,movement.cardio.camina_min_tras_comer,movement,cardio,active,,,active
RET-INI-029,Retos (Ejercicio),Inicial,movement.cardio.caminata_larga_min,movement,cardio,active,,,active
RET-INI-030,Retos (Ejercicio),Inicial,movement.strength.flexiones_repeticiones_x,movement,strength,active,,,active
RET-ORO-091,Retos (Ejercicio),Oro,movement.strength.peso_muerto_con_kettlebell_rep_x,movement,strength,active,,,active
RET-ORO-092,Retos (Ejercicio),Oro,movement.strength.farmer_carry_min,movement,strength,active,,,active
RET-ORO-093,Retos (Ejercicio),Oro,movement.fall_prevention.equilibrio_unipodal_s_lado,movement,fall_prevention,active,,,active
RET-ORO-094,Retos (Ejercicio),Oro,movement.cardio.caminata_por_cuestas_min,movement,cardio,active,,,active
RET-ORO-095,Retos (Ejercicio),Oro,movement.cardio.bailar_min,movement,cardio,active,,,active
RET-ORO-096,Retos (Ejercicio),Oro,movement.daily_activity.pausa_activa_de_min_cada_min,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-ORO-097,Retos (Ejercicio),Oro,movement.strength.escalada_indoor_min,movement,strength,active,,,active
RET-ORO-098,Retos (Ejercicio),Oro,movement.hiit.burpees_rep_x,movement,hiit,active,,,active
RET-ORO-099,Retos (Ejercicio),Oro,movement.cardio.correr_suave_min,movement,cardio,active,,,active
RET-ORO-100,Retos (Ejercicio),Oro,movement.strength.sesion_de_fuerza_full_body_min,movement,strength,active,,,active
RET-ORO-101,Retos (Ejercicio),Oro,movement.daily_activity.caminar_pasos_dias_sem,movement,daily_activity,active,,,active
RET-ORO-102,Retos (Ejercicio),Oro,movement.strength.zancadas_rep_x,movement,strength,active,,,active
RET-ORO-103,Retos (Ejercicio),Oro,movement.mobility.serie_de_movilidad_articular_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-ORO-104,Retos (Ejercicio),Oro,movement.cardio.remo_ergometro_min,movement,cardio,active,,,active
RET-ORO-105,Retos (Ejercicio),Oro,movement.cardio.nordic_walking_min,movement,cardio,active,,,active
RET-ORO-106,Retos (Ejercicio),Oro,movement.hiit.bici_intensa_min_intervalos,movement,hiit,active,,,active
RET-ORO-107,Retos (Ejercicio),Oro,movement.hiit.saltos_a_la_comba_min,movement,hiit,active,,,active
RET-ORO-108,Retos (Ejercicio),Oro,movement.cardio.caminata_vigorosa_min,movement,cardio,active,,,active
RET-ORO-109,Retos (Ejercicio),Oro,movement.hiit.sprints_de_s_descanso_s,movement,hiit,active,,,active
RET-ORO-110,Retos (Ejercicio),Oro,movement.cardio.sesion_de_bicicleta_min,movement,cardio,active,,,active
RET-ORO-111,Retos (Ejercicio),Oro,movement.cardio.nadar_min_continuo,movement,cardio,active,,,active
RET-ORO-112,Retos (Ejercicio),Oro,movement.daily_activity.sube_tramos_de_escaleras,movement,daily_activity,active,,,active
RET-ORO-113,Retos (Ejercicio),Oro,movement.strength.sentadillas_repeticiones_x,movement,strength,active,,,active
RET-ORO-114,Retos (Ejercicio),Oro,movement.daily_activity.camina_pasos_hoy,movement,daily_activity,active,,,active
RET-ORO-115,Retos (Ejercicio),Oro,movement.strength.flexiones_repeticiones_x,movement,strength,active,,,active
RET-ORO-116,Retos (Ejercicio),Oro,movement.strength.plancha_s_x,movement,strength,active,,,active
RET-ORO-117,Retos (Ejercicio),Oro,movement.mobility.yoga_fluido_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-ORO-118,Retos (Ejercicio),Oro,movement.daily_activity.snacks_de_movimiento_min_cada_min_sentad,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-ORO-119,Retos (Ejercicio),Oro,movement.cardio.camina_min_tras_comer,movement,cardio,active,,,active
RET-ORO-120,Retos (Ejercicio),Oro,movement.cardio.caminata_larga_min,movement,cardio,active,,,active
RET-PLA-061,Retos (Ejercicio),Plata,movement.strength.peso_muerto_con_kettlebell_rep_x,movement,strength,active,,,active
RET-PLA-062,Retos (Ejercicio),Plata,movement.cardio.bailar_min,movement,cardio,active,,,active
RET-PLA-063,Retos (Ejercicio),Plata,movement.strength.farmer_carry_min,movement,strength,active,,,active
RET-PLA-064,Retos (Ejercicio),Plata,movement.fall_prevention.equilibrio_unipodal_s_lado,movement,fall_prevention,active,,,active
RET-PLA-065,Retos (Ejercicio),Plata,movement.cardio.caminata_por_cuestas_min,movement,cardio,active,,,active
RET-PLA-066,Retos (Ejercicio),Plata,movement.cardio.nordic_walking_min,movement,cardio,active,,,active
RET-PLA-067,Retos (Ejercicio),Plata,movement.daily_activity.caminar_pasos_dias_sem,movement,daily_activity,active,,,active
RET-PLA-068,Retos (Ejercicio),Plata,movement.mobility.serie_de_movilidad_articular_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-PLA-069,Retos (Ejercicio),Plata,movement.hiit.burpees_rep_x,movement,hiit,active,,,active
RET-PLA-070,Retos (Ejercicio),Plata,movement.strength.escalada_indoor_min,movement,strength,active,,,active
RET-PLA-071,Retos (Ejercicio),Plata,movement.cardio.correr_suave_min,movement,cardio,active,,,active
RET-PLA-072,Retos (Ejercicio),Plata,movement.strength.sesion_de_fuerza_full_body_min,movement,strength,active,,,active
RET-PLA-073,Retos (Ejercicio),Plata,movement.strength.zancadas_rep_x,movement,strength,active,,,active
RET-PLA-074,Retos (Ejercicio),Plata,movement.daily_activity.pausa_activa_de_min_cada_min,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-PLA-075,Retos (Ejercicio),Plata,movement.cardio.remo_ergometro_min,movement,cardio,active,,,active
RET-PLA-076,Retos (Ejercicio),Plata,movement.hiit.saltos_a_la_comba_min,movement,hiit,active,,,active
RET-PLA-077,Retos (Ejercicio),Plata,movement.hiit.bici_intensa_min_intervalos,movement,hiit,active,,,active
RET-PLA-078,Retos (Ejercicio),Plata,movement.cardio.caminata_vigorosa_min,movement,cardio,active,,,active
RET-PLA-079,Retos (Ejercicio),Plata,movement.hiit.sprints_de_s_descanso_s,movement,hiit,active,,,active
RET-PLA-080,Retos (Ejercicio),Plata,movement.cardio.sesion_de_bicicleta_min,movement,cardio,active,,,active
RET-PLA-081,Retos (Ejercicio),Plata,movement.cardio.nadar_min_continuo,movement,cardio,active,,,active
RET-PLA-082,Retos (Ejercicio),Plata,movement.daily_activity.sube_tramos_de_escaleras,movement,daily_activity,active,,,active
RET-PLA-083,Retos (Ejercicio),Plata,movement.strength.sentadillas_repeticiones_x,movement,strength,active,,,active
RET-PLA-084,Retos (Ejercicio),Plata,movement.daily_activity.camina_pasos_hoy,movement,daily_activity,active,,,active
RET-PLA-085,Retos (Ejercicio),Plata,movement.strength.plancha_s_x,movement,strength,active,,,active
RET-PLA-086,Retos (Ejercicio),Plata,movement.mobility.yoga_fluido_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-PLA-087,Retos (Ejercicio),Plata,movement.daily_activity.snacks_de_movimiento_min_cada_min_sentad,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-PLA-088,Retos (Ejercicio),Plata,movement.cardio.camina_min_tras_comer,movement,cardio,active,,,active
RET-PLA-089,Retos (Ejercicio),Plata,movement.cardio.caminata_larga_min,movement,cardio,active,,,active
RET-PLA-090,Retos (Ejercicio),Plata,movement.strength.flexiones_repeticiones_x,movement,strength,active,,,active
RET-PTN-121,Retos (Ejercicio),Platino,movement.strength.zancadas_rep_x,movement,strength,active,,,active
RET-PTN-122,Retos (Ejercicio),Platino,movement.strength.peso_muerto_con_kettlebell_rep_x,movement,strength,active,,,active
RET-PTN-123,Retos (Ejercicio),Platino,movement.strength.farmer_carry_min,movement,strength,active,,,active
RET-PTN-124,Retos (Ejercicio),Platino,movement.fall_prevention.equilibrio_unipodal_s_lado,movement,fall_prevention,active,,,active
RET-PTN-125,Retos (Ejercicio),Platino,movement.cardio.caminata_por_cuestas_min,movement,cardio,active,,,active
RET-PTN-126,Retos (Ejercicio),Platino,movement.daily_activity.pausa_activa_de_min_cada_min,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-PTN-127,Retos (Ejercicio),Platino,movement.cardio.nordic_walking_min,movement,cardio,active,,,active
RET-PTN-128,Retos (Ejercicio),Platino,movement.cardio.correr_suave_min,movement,cardio,active,,,active
RET-PTN-129,Retos (Ejercicio),Platino,movement.mobility.serie_de_movilidad_articular_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-PTN-130,Retos (Ejercicio),Platino,movement.hiit.burpees_rep_x,movement,hiit,active,,,active
RET-PTN-131,Retos (Ejercicio),Platino,movement.strength.escalada_indoor_min,movement,strength,active,,,active
RET-PTN-132,Retos (Ejercicio),Platino,movement.cardio.remo_ergometro_min,movement,cardio,active,,,active
RET-PTN-133,Retos (Ejercicio),Platino,movement.cardio.bailar_min,movement,cardio,active,,,active
RET-PTN-134,Retos (Ejercicio),Platino,movement.hiit.saltos_a_la_comba_min,movement,hiit,active,,,active
RET-PTN-135,Retos (Ejercicio),Platino,movement.strength.flexiones_repeticiones_x,movement,strength,active,,,active
RET-PTN-136,Retos (Ejercicio),Platino,movement.cardio.caminata_larga_min,movement,cardio,active,,,active
RET-PTN-137,Retos (Ejercicio),Platino,movement.cardio.camina_min_tras_comer,movement,cardio,active,,,active
RET-PTN-138,Retos (Ejercicio),Platino,movement.daily_activity.snacks_de_movimiento_min_cada_min_sentad,movement,daily_activity,active,,REQUIRES_DVG_REVIEW,active
RET-PTN-139,Retos (Ejercicio),Platino,movement.mobility.yoga_fluido_min,movement,mobility,active,,REQUIRES_SOURCE_REVIEW,active
RET-PTN-140,Retos (Ejercicio),Platino,movement.strength.plancha_s_x,movement,strength,active,,,active
RET-PTN-141,Retos (Ejercicio),Platino,movement.strength.sentadillas_repeticiones_x,movement,strength,active,,,active
RET-PTN-142,Retos (Ejercicio),Platino,movement.daily_activity.sube_tramos_de_escaleras,movement,daily_activity,active,,,active
RET-PTN-143,Retos (Ejercicio),Platino,movement.cardio.nadar_min_continuo,movement,cardio,active,,,active
RET-PTN-144,Retos (Ejercicio),Platino,movement.cardio.sesion_de_bicicleta_min,movement,cardio,active,,,active
RET-PTN-145,Retos (Ejercicio),Platino,movement.hiit.sprints_de_s_descanso_s,movement,hiit,active,,,active
RET-PTN-146,Retos (Ejercicio),Platino,movement.cardio.caminata_vigorosa_min,movement,cardio,active,,,active
RET-PTN-147,Retos (Ejercicio),Platino,movement.daily_activity.camina_pasos_hoy,movement,daily_activity,active,,,active
RET-PTN-148,Retos (Ejercicio),Platino,movement.strength.sesion_de_fuerza_full_body_min,movement,strength,active,,,active
RET-PTN-149,Retos (Ejercicio),Platino,movement.hiit.bici_intensa_min_intervalos,movement,hiit,active,,,active
